,Unnamed: 0.1,Unnamed: 0,Portfolio / Property Name,Street Address,City,State,Country,Zip Code,Sector,Subsector,Sector Attribute,Part of Mixed Use Development,Market,Submarket,Size,Size Type,Sale Date,Stake Sold,Local Currency Sale Price (M),Local Currency Symbol,Sale Price Per (in Local Currency),Selected Currency Sale Price ($) (M),Submarket Grade,Property Cap Rate,Property Cap Rate Type,Part of a Portfolio?,Buyer Objective,To be demolished,Buyer Broker,Seller Broker,Land Area (acres),Stories,Parking,Buildings,Year Built,Year Renovated,Occupancy,Green Street Market Cap Rate,Submarket Cap Rate,Zip Code Cap Rate,Lender,1st Mortgage,Verified?,Buyer_1,Buyer_2,Buyer_3,Buyer_4,Seller_1,Seller_2,Seller_3,Seller_4,id_lt_x,propertykey_id,statuspriceadjustedusd_amt_cpiNOTadj,price_cpiNOTadj,propertykey_id_typeadj,propertytype_adj,propertyname_raw,status_dt,intconveyed_nb,intconveyed,address,buyername1,buyername2,buyername3,buyername4,sellername1,sellername2,sellername3,sellername4,zip_cd,psf/ppu,sqft_nb_OG,units_OG,id_lt_y,score
4810,4810,426,1905 Southeast 192nd Avenue,"1905 Southeast 192nd Avenue, Vancouver, WA 98607",Vancouver,WA,United States,98607.0,Strip Center,Strip / Convenience,,No,Portland,Vancouver,25193.0,SF,2019-09-27,1.0,11.28,$,447.54,,B-,0.065,As Reported,No,,No,,,1.11,1.0,,,2012.0,,0.9,0.07513854,0.07836529,0.07208285,,,Yes,,,,,,,,,8209,1275406,11275000.0,11275000.0,129762,Retail,1905 Southeast 192nd Avenue,2019-09-26,1.0,,1905 SE 192nd Ave,ABC,,,,DEAN KIRKLAND,,,,98607.0,822.8726,13702.0,,12385,0.9999999
4811,4811,427,Shoppes At Hunt Club,"442 South Hunt Club Boulevard, Apopka, FL 32703",Apopka,FL,United States,32703.0,Strip Center,Unanchored Strip,,No,Orlando,Northwest Orange,103000.0,SF,2019-09-27,1.0,7.98,$,77.48,,B+,0.08110755,Green Street Market Estimate,No,,No,,JLL,10.3131,,0.0,4.0,,,,0.07515385,0.07769446,0.07914506,,,Yes,,,,,,,,,8210,155232,7980000.0,7980000.0,45645,Retail,The Shoppes of Hunt Club,2019-09-27,1.0,,442 S Hunt Club Blvd,V3 CAPITAL GROUP,,,,CEVD HOLDING,,,,32703.0,87.0533,91668.0,,3794,0.9696035
4812,4812,428,North Carolina Furniture,"5720 Georgia Avenue Northwest, Washington, DC 20011",Washington,DC,United States,20011.0,Strip Center,Unanchored Strip,,No,D.C. Metro,Uptown,15000.0,SF,2019-09-27,1.0,7.65,$,510,,A-,0.05884061,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,,0.0,,,,,0.06749734,0.06482211,0.0705771,,,Yes,,,,,,,,,8211,1433915,7650000.0,7650000.0,145098,Retail,North Carolina Furniture,2019-09-27,1.0,,5720 Georgia Ave NW,COBA PROPERTIES,,,,JEFFREY MCCORMICK AND INEZ MCCORMICK,,,,20011.0,518.9255,14742.0,,17132,0.9999995
4813,4813,430,San Marcos Village,"109 South Rancho Santa Fe Road, San Marcos, CA 92078",San Marcos,CA,United States,92078.0,Strip Center,Neighborhood Center,With a Grocer,No,San Diego,I-15 Corridor,97000.0,SF,2019-09-27,1.0,19.25,$,198.45,,B+,0.06542911,Green Street Market Estimate,No,,No,CBRE Group,CBRE Group,8.0,1.0,0.0,1.0,,,0.92,0.07004441,0.06968245,0.07112345,,,Yes,Sentre,,,,,,,,8213,1430541,19250000.0,19250000.0,144926,Retail,San Marcos Village,2019-09-23,1.0,,125 S Rancho Santa Fe Rd,SENTRE PARTNERS,,,,KENNETH ALAMDEA TRUST,,,,92078.0,199.263,96606.0,,16981,0.9999996
4814,4814,431,Market Street at Heath Brook,"4414 Southwest College Road, Ocala, FL 34474",Ocala,FL,United States,34474.0,Strip Center,Power Center,,No,"Ocala, FL",,393000.0,SF,2019-09-27,1.0,39.75,$,101.15,,,0.07718393,Annualized,No,,No,,JLL,,,0.0,,2008.0,,0.83,,,,,,Yes,Columbus Pacific Properties,,,,Tricom Real Estate,,,,8214,739362,39750000.0,39750000.0,96364,Retail,Market Street at Heath Brook,2019-09-27,1.0,,4414 SW College Rd,COLUMBUS PACIFIC PROPERTIES,,,,MGHERRING GROUP,TRICOM REAL ESTATE,CONTRARIAN CAPITAL MANAGEMENT,,34474.0,100.8771,394044.0,,8642,0.99999994
4816,4816,433,Merrimack Village Center,"7 Continental Boulevard, Merrimack, NH 03054",Merrimack,NH,United States,3054.0,Strip Center,Neighborhood Center,With a Grocer,No,"Manchester-Nashua, NH",,84000.0,SF,2019-09-26,1.0,15.25,$,181.55,,,0.08967143,Annualized,No,,No,,JLL,11.35,1.0,0.0,,2005.0,2007.0,0.99,,,,,,Yes,,,,,,,,,8216,423948,15250000.0,15250000.0,76038,Retail,Merrimack Village Center,2019-09-25,1.0,,7 Continental Blvd,CROSSPOINT ASSOC,,,,KITE REALTY GROUP,,,,3054.0,193.2998,78893.0,,6430,0.99999934
4817,4817,434,Juan Tabo Plaza,"11000 Montgomery Boulevard Northeast, Albuquerque, NM 87111",Albuquerque,NM,United States,87111.0,Strip Center,Neighborhood Center,With a Grocer,No,Albuquerque,,60000.0,SF,2019-09-26,1.0,7.9,$,131.67,,,0.0783,As Reported,No,,No,,JLL,4.7707989,1.0,0.0,,1974.0,,1.0,,,,,,Yes,Samco Properties,,,,Phillips Edison & Co.,,,,8217,454207,14423460.22,14423460.22,78134,Retail,Juan Tabo Plaza,2019-09-20,1.0,,11004 Montgomery Blvd NE,SAMCO PROPERTIES,,,,PECO I,PECO I,,,87111.0,241.51,59722.0,,6618,0.9999995
4818,4818,435,Oro Valley Marketplace,"2150 East Tangerine Road, Oro Valley, AZ 85755",Oro Valley,AZ,United States,85755.0,Strip Center,Power Center,,No,Tucson,,518000.0,SF,2019-09-26,1.0,45.0,$,86.87,,,,,No,,No,,Cushman & Wakefield,,,0.0,,,,,,,,,,Yes,Town West Realty,,,,Vestar,,,,8218,1428301,45000000.0,45000000.0,144850,Retail,Oro Valley Marketplace,2019-09-19,1.0,,2150 E Tangerine Rd,TOWN WEST REALTY,,,,VESTAR DEVELOPMENT,,,,85737.0,86.3724,521000.0,,16911,1.0000001
4819,4819,436,13819 Queens Boulevard,"13819 Queens Boulevard, Queens, NY 11435",Queens,NY,United States,11435.0,Strip Center,Street Retail,Urban Store Front,No,New York,Queens County,9000.0,SF,2019-09-25,1.0,5.9,$,655.56,,B+,0.047,As Reported,No,,No,,Marcus & Millichap IPA,0.2173,1.0,0.0,1.0,,,,0.06749734,0.06984319,0.07222965,,,Yes,,,,,,,,,8219,1341848,5900000.0,5900000.0,137314,Retail,138-13 Queens Boulevard,2019-09-25,1.0,,138-13 Queens Blvd,NASA COMMONS,,,,MATILDA KISS ALEXANDER LASZLO MATILDA POLANSKI,,,,11435.0,781.9748,7545.0,5.0,13220,0.9073766
4820,4820,437,Promenade Shops at Briargate,"1885 Briargate Parkway, Colorado Springs, CO 80920",Colorado Springs,CO,United States,80920.0,Strip Center,Power Center,,No,Colorado Springs,,237000.0,SF,2019-09-25,1.0,93.2,$,393.25,,,,,No,,No,,Eastdil Secured,,,0.0,,,,,,,,,,Yes,Hines Global Income Trust,,,,California Public Employees' Retirement System, Miller Capital Advisory,,,8220,58601,93200000.0,93200000.0,16821,Retail,The Promenade Shops at Briargate,2019-09-13,1.0,,1605 Briargate Pkwy,HINES,,,,MILLER CAPITAL ADVISORY,CALPERS,,,80920.0,401.9892,231847.0,,1408,0.98911285
4821,4821,438,2535 Webster Avenue,"2535 Webster Avenue, The Bronx, NY 10458",The Bronx,NY,United States,10458.0,Strip Center,Street Retail,Urban Store Front,No,New York,Bronx County,10492.0,SF,2019-09-24,1.0,8.0,$,762.49,,B-,,,No,,No,,,0.11,2.0,,,1915.0,,,0.06749734,0.07608119,0.07536844,,,Yes,,,,,,,,,8221,1443641,8000000.0,8000000.0,145556,Retail,2535 Webster Ave,2019-09-24,1.0,,2535 Webster Ave,TRANS WORLD EQUITIES,,,,MURPHY WEBSTER ASSOC,,,,10458.0,762.4857,10492.0,,17562,0.98719656
4822,4822,439,5800 West Peoria Avenue,"5800 West Peoria Avenue, Glendale, AZ 85302",Glendale,AZ,United States,85302.0,Strip Center,Community Center,With a Grocer,No,Phoenix,Northwest,119530.0,SF,2019-09-24,1.0,14.8,$,123.82,,B+,0.0814,As Reported,No,,No,,,,,0.0,,1991.0,,0.88,0.07187497,0.07547692,0.07802435,,,Yes,,,,,Brixmor Property Group,,,,8222,173278,52096721.8887,52096721.8887,50989,Industrial,5301 Peoria St,2019-09-26,1.0,,5301 Peoria St,BREIT,,,,GLP,,,,80239.0,169.6553,307074.0,,4274,0.8629864
4823,4823,440,Shoppes at Hamilton,"549 U.S. 130, Hamilton Township, NJ 08691",Hamilton Township,NJ,United States,8691.0,Strip Center,Unanchored Strip,,No,New Jersey (Central),Trenton,125000.0,SF,2019-09-24,1.0,8.25,$,66,,C+,0.0673806,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,,0.0,,,,,0.07519919,0.0818098,0.0714933,,,Yes,,,,,,,,,8223,525978,8250000.0,8250000.0,83673,Retail,Shoppes at Hamilton,2019-09-24,1.0,,549 Rte 130,PENWOOD REIM,,,,STOLTZ REAL ESTATE PARTNERS,,,,8620.0,66.0,125000.0,,7309,1.0000002
4824,4824,441,Shoppes at Southside,"9930 Southside Boulevard, Jacksonville, FL 32256",Jacksonville,FL,United States,32256.0,Strip Center,Power Center,,No,Jacksonville,Southside,113000.0,SF,2019-09-24,1.0,23.3,$,206.19,,B+,0.07553335,Annualized,No,,No,,JLL,13.0,,0.0,4.0,2004.0,,1.0,0.07804438,0.07820352,0.07923316,,,Yes,Colombus REIM, Core Investments,,,Brixmor Property Group,,,,8224,233515,23300000.0,23300000.0,69243,Retail,The Shoppes at Southside,2019-09-24,1.0,,9930-9990 Southside Blvd,ANTHONY DEROSA,CORE INVESTMENT MANAGEMENT,,,BRIXMOR,,,,32256.0,213.5401,109113.0,,5838,0.97732234
4826,4826,446,1355-1357 U Street NW,"1355 U Street Northwest, Washington, DC 20009",Washington,DC,United States,20009.0,Strip Center,Street Retail,Urban Store Front,No,D.C. Metro,Uptown,10000.0,SF,2019-09-23,1.0,8.1,$,810,,A-,0.05344328,Green Street Market Estimate,No,,No,,JLL,,,0.0,,,,,0.06749734,0.06482211,0.06207819,,,Yes,,,,,,,,,8229,1178989,8100000.0,8100000.0,116608,Retail,1355 U Street Northwest,2019-09-06,1.0,,1355 U St NW,MARTIN DEVELOPMENT GROUP,,,,GOLDSTAR GROUP,,,,20009.0,737.3691,10985.0,,11145,0.8970551
4827,4827,447,Bennett Plaza,"5210 Florida 64, Bradenton, FL 34208",Bradenton,FL,United States,34208.0,Strip Center,Unanchored Strip,,No,"Sarasota, FL",,40000.0,SF,2019-09-23,1.0,6.7,$,167.5,,,0.078,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,,0.0,,,,,,,,,,Yes,,,,,,,,,8230,1305254,6700000.0,6700000.0,132754,Retail,Bennett Plaza,2019-09-23,1.0,,5210 FL-64,BENNETT SHOPPING PLAZA,BENNETT OHIO,,,RICHARD C BENNETT,,,,34208.0,192.8613,34740.0,,12740,1.0
4829,4829,450,Crossroads at Pleasant Hill,"2304 Monument Boulevard, Pleasant Hill, CA 94523",Pleasant Hill,CA,United States,94523.0,Strip Center,Power Center,,No,Oakland-East Bay,North Contra Costa,78000.0,SF,2019-09-23,1.0,38.15,$,489.05,,B-,0.06251379,Green Street Market Estimate,No,,No,,Cushman & Wakefield,3.0,,0.0,1.0,,,,0.06877087,0.0759146,0.06894819,,,Yes,,,,,ICI Development,,,,8233,1434631,38146000.0,38146000.0,145180,Retail,Crossroads at Pleasant Hill,2019-09-19,1.0,,2304 Monument Blvd,BRUCE QVALE,,,,ICI DEVELOPMENT,,,,94523.0,478.8842,79656.0,,17213,1.0000002
4830,4830,453,619 Edgewood Avenue SE,"619 Edgewood Avenue Southeast, Atlanta, GA 30312",Atlanta,GA,United States,30312.0,Strip Center,Street Retail,,No,Atlanta,Airport / South,16376.0,SF,2019-09-20,1.0,5.6,$,341.96,,B-,,,No,,No,,,,3.0,,,2001.0,,,0.07047394,0.07547533,0.0684051,,,Yes,,,,,,,,,8236,187852,5600000.0,5600000.0,55474,Industrial,619 Edgewood Avenue Southeast,2019-09-20,1.0,,619 Edgewood Ave SE,ASANA PARTNERS,,,,TARIFIQ EDGEWOOD,,,,30312.0,320.0,17500.0,,4687,0.96255994
4831,4831,454,Rochester Plaza,"750 Ohio River Boulevard, Rochester, PA 15074",Rochester,PA,United States,15074.0,Strip Center,Unanchored Strip,,No,Other,,121000.0,SF,2019-09-20,1.0,5.68,$,46.94,,,0.105,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,,0.0,,,,,,,,,,Yes,,,,,,,,,8237,230366,5680000.0,5680000.0,68289,Retail,Rochester Plaza,2019-09-13,1.0,,952 State Rte 65,AMERICAS REALTY,,,,ZAPPALA GROUP,,,,15074.0,46.7297,121550.0,,5749,1.0000001
4832,4832,455,Plaza at Depaul,"12238 Saint Charles Rock Road, Bridgeton, MO 63044",Bridgeton,MO,United States,63044.0,Strip Center,Community Center,With a Grocer,No,St. Louis,Northwest County,187000.0,SF,2019-09-20,1.0,19.8,$,105.88,,C,0.084,As Reported,No,,No,,CBRE Group,3.0,1.0,0.0,1.0,2017.0,,0.89,0.08490231,0.0972872,0.09367171,,,Yes,R.H. Johnson Co.,,,,Lightstone Group,,,,8238,31797,19800000.0,19800000.0,8883,Retail,The Plaza at Depaul,2019-09-20,1.0,,12222-12298 St Charles Rock Rd,RH JOHNSON,,,,LIGHTSTONE VALUE PLUS,,,,63044.0,105.802,187142.0,5.0,732,0.98193413
4834,4834,457,Baytown Commons,"5010 Garth Road, Baytown, TX 77521",Baytown,TX,United States,77521.0,Strip Center,Unanchored Strip,,No,Houston,Far Northeast,52000.0,SF,2019-09-19,1.0,8.65,$,166.35,,B,0.07541824,Green Street Market Estimate,No,,No,,JLL,,,0.0,,,,,0.07466246,0.07995295,0.08177091,,,Yes,"Silvestri Investments of Florida, Inc.",,,,Woodmont Cos.,,,,8240,1429561,12526261.32,12526261.32,144898,Retail,Baytown Commons,2019-09-19,1.0,,5010 Garth Rd,SILVESTRI INVESTMENT,,,,THE WOODMONT,,,,77521.0,236.76,52907.0,,16959,1.0000006
4835,4835,458,Twinsburg Plaza,"10735 Ravenna Road, Twinsburg, OH 44087",Twinsburg,OH,United States,44087.0,Strip Center,Unanchored Strip,,No,Cleveland,Akron / Summit County,82000.0,SF,2019-09-19,1.0,6.62,$,80.67,,B+,0.07697684,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,11.0,,0.0,2.0,1965.0,,,0.08550875,0.08208173,0.08083997,,,Yes,,,,,Daniel R. Snyder,,,,8241,16705,6615000.0,6615000.0,4398,Retail,Twinsburg Plaza,2019-09-19,1.0,,10735 Ravenna Rd,HYUN LEE,,,,SNYDER TWINSBURG,,,,44087.0,56.2787,117540.0,,334,0.9999998
4836,4836,459,11450-11470 Pines Boulevard,"11450 Pines Boulevard, Pembroke Pines, FL 33026",Pembroke Pines,FL,United States,33026.0,Strip Center,Power Center,,No,Fort Lauderdale,Southwest Broward,96220.0,SF,2019-09-19,1.0,22.25,$,231.24,,A+,0.0628525,Green Street Market Estimate,No,,No,,CBRE Group,,1.0,0.0,,2010.0,2011.0,1.0,0.06798533,0.06455188,0.06396378,,,Yes,RK Centers,,,,,,,,8242,1425623,22250000.0,22250000.0,144773,Retail,11460 Pines Boulevard,2019-09-20,1.0,,11460 Pines Blvd,RK CENTERS,,,,SOUTHERN CENTERS,,,,33025.0,231.2409,96220.0,,16836,0.93684864
4837,4837,462,301-311 North Robertson Boulevard,"301 North Robertson Boulevard, Beverly Hills, CA 90211",Beverly Hills,CA,United States,90211.0,Strip Center,Street Retail,Urban Store Front,No,Los Angeles,Westside,9000.0,SF,2019-09-18,1.0,8.04,$,893.71,,A,0.05235784,Green Street Market Estimate,No,,No,Hanley Investment Group,Hanley Investment Group,0.287,,0.0,2.0,,,,0.06686057,0.06059073,0.0612259,,,Yes,GEK Construction Corporation,,,,,,,,8245,1393787,8050000.0,8050000.0,142851,Retail,301 North Robertson Boulevard,2019-09-10,1.0,,301 N Robertson Blvd,GEK CONSTRUCTION KATHY KOBOR,,,,JULIE ANN LOFGREN WOODROW J WYATT WENDY L WYATT,,,,90211.0,920.526,8745.0,,15064,0.9235521
4838,4838,464,Boynton Commons,"333 North Congress Avenue, Boynton Beach, FL 33436",Boynton Beach,FL,United States,33436.0,Strip Center,Power Center,,No,Palm Beach,Boynton Beach,135268.0,SF,2019-09-18,1.0,50.0,$,369.64,,B+,0.07002304,Green Street Market Estimate,No,,No,,CBRE Group,23.0,,0.0,6.0,1989.0,2005.0,0.96,0.06980636,0.07133308,0.07281869,,,Yes,Carlyle Management Co.,,,,InvenTrust Properties,,,,8247,129199,50000000.0,50000000.0,37953,Retail,Boynton Commons,2019-09-13,1.0,,333-399 N Congress Ave,CARLYLE MANAGEMENT,,,,INVENTRUST,,,,33426.0,161.0918,310382.0,,3134,1.0
4839,4839,466,Sienna Shops,"2600 South University Drive, Miramar, FL 33025",Miramar,FL,United States,33025.0,Strip Center,Unanchored Strip,,No,Fort Lauderdale,Southwest Broward,22000.0,SF,2019-09-17,1.0,6.18,$,280.91,,A+,0.069,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,6.5308,,0.0,,,,,0.06798533,0.06455188,0.06957865,,,Yes,,,,,,,,,8249,1336438,6180000.0,6180000.0,136638,Retail,Sienna Shops,2019-09-17,1.0,,2600 S University Dr,CK HOLDING GROUP,,,,BF ACQUISITIONS LAURIS BOULANGER,,,,33025.0,180.7546,34190.0,,13158,0.9999995
4840,4840,467,1150 Washington Boulevard,"1150 Washington Boulevard, Ogden, UT 84404",Ogden,UT,United States,84404.0,Strip Center,Unanchored Strip,,No,Ogden,,55000.0,SF,2019-09-17,1.0,7.8,$,141.82,,,0.07,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,,0.0,,,,,,,,,,Yes,,,,,,,,,8250,1212035,7800000.0,7800000.0,120964,Retail,1150 Washington Boulevard,2019-09-17,1.0,,1150 Washington Blvd,ARNOLD SCHLESINGER,,,,STANLEY YASUDA,,,,84404.0,142.484,54743.0,,11538,1.0000007
4841,4841,469,1483 Chattahoochee Avenue,"1483 Chattahoochee Avenue Northwest, Atlanta, GA 30318",Atlanta,GA,United States,30318.0,Strip Center,Unanchored Strip,,No,Atlanta,West,86000.0,SF,2019-09-17,1.0,5.0,$,58.14,,C+,0.07742763,Green Street Market Estimate,No,,No,,CBRE Group,,,0.0,,,,,0.07047394,0.07699931,0.07529348,,,Yes,,,,,Wyatt Realty,,,,8252,400125,5000000.0,5000000.0,74256,Industrial,1483 Chattahoochee Avenue North West,2019-09-11,1.0,,1483 Chattahoochee Ave NW,JAMESTOWN,,,,SWH WYATT 1483,,,,30318.0,224.2152,22300.0,,6262,0.8942999
4843,4843,472,Alpharetta City Center,"2 Park Plaza, Alpharetta, GA 30009",Alpharetta,GA,United States,30009.0,Strip Center,Unanchored Strip,,No,Atlanta,Alpharetta / Roswell,105000.0,SF,2019-09-17,1.0,43.6,$,415.24,,A,0.06484489,Green Street Market Estimate,No,,No,,JLL,,,0.0,,,,,0.07047394,0.0636757,0.06336321,,,Yes,CBRE Investment Management,,,,South City Partners,,,,8255,1312883,21599978.7447,21599978.7447,133555,Apartment,Alpharetta City Center,2019-09-18,1.0,,2001 Commerce St,CBRE GLOBAL INVESTORS,,,,SOUTH CITY PARTNERS,,,,30009.0,128571.3021,,168.0,12846,1.0
4844,4844,473,32445 Royal Boulevard,"32445 Royal Boulevard, Dagsboro, DE 19939",Dagsboro,DE,United States,19939.0,Strip Center,Unanchored Strip,,No,"Salisbury, MD",,21948.83,SF,2019-09-16,1.0,5.53,$,251.72,,,0.0964,As Reported,No,,No,,,,1.0,,,,,,,,,,,Yes,,,,,,,,,8256,1436411,5525000.0,5525000.0,145278,Office,32442 Royal Boulevard,2019-09-12,1.0,,32442 Royal Blvd,INVESTORS REALTY,,,,CLAYTON CROSSING,,,,19939.0,98.6607,56000.0,,17308,0.9730156
4845,4845,474,Hitchcock Plaza,"427 Fabian Drive, Aiken, SC 29803",Aiken,SC,United States,29803.0,Strip Center,Power Center,,No,Augusta,,233000.0,SF,2019-09-16,1.0,23.0,$,98.71,,,,,No,,No,,JLL,,,0.0,,,,,,,,,,Yes,United Properties,,,,Kite Realty Group Trust,,,,8257,145367,23000000.0,23000000.0,42766,Retail,Hitchcock Plaza,2019-09-13,1.0,,427 Fabian Dr,UNITED PROPERTIES,,,,INLAND REAL ESTATE GROUP,,,,29803.0,91.2698,252000.0,,3558,0.99999976
4846,4846,475,Springfield Shopping Plaza,"2 Chester Road, Springfield, VT 05156",Springfield,VT,United States,5156.0,Strip Center,Unanchored Strip,,No,Other,,164000.0,SF,2019-09-16,1.0,6.75,$,41.16,,,,,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,,0.0,,,,,,,,,,Yes,,,,,,,,,8258,1433927,6750000.0,6750000.0,145103,Retail,Springfield Shopping Plaza,2019-09-16,1.0,,2 Chester Rd,SPRINGFIELD SHOPPING PLAZA,,,,,,,,5156.0,41.0856,164291.0,,17137,1.0000005
4847,4847,476,Oakland Commons,"2203 East Oakland Avenue, Bloomington, IL 61701",Bloomington,IL,United States,61701.0,Strip Center,Neighborhood Center,With a Grocer,No,Bloomington,,73705.0,SF,2019-09-16,1.0,7.2,$,97.69,,,0.078,As Reported,No,,No,,CBRE Group,,1.0,0.0,,1990.0,,0.94,,,,,,Yes,Glen Una Management,,,,Slate Asset Management,,,,8259,90327,7200000.0,7200000.0,26502,Retail,Oakland Commons,2019-09-16,1.0,,2203 E Oakland Ave,GLEN UNA PROPERTIES,,,,SLATE GROCERY REIT,,,,61701.0,97.6867,73705.0,,2200,0.9999995
4848,4848,477,Stony Island Plaza,"1655 East 95th Street, Chicago, IL 60617",Chicago,IL,United States,60617.0,Strip Center,Community Center,With a Grocer,No,Chicago,South,160000.0,SF,2019-09-16,1.0,17.35,$,108.44,,C+,0.07852154,Green Street Market Estimate,No,,No,,Mid-America Real Estate Corp.,,,0.0,,,,,0.07450178,0.08189855,0.08839116,,,Yes,NewMark Merrill Cos.,,,,Principal Real Estate Investors,,,,8260,926955,17312500.0,17312500.0,109776,Retail,Stony Island Plaza,2019-09-16,1.0,,1601 E 95th St,NEWMARK MERRILL,,,,PRINCIPAL FINANCIAL,,,,60617.0,108.3487,159785.0,,10209,1.0
4849,4849,478,Travilah Square Shopping Center,"10076 Darnestown Road, Rockville, MD 20850",Rockville,MD,United States,20850.0,Strip Center,Neighborhood Center,Without a Grocer,No,D.C. Metro,Rockville,56000.0,SF,2019-09-16,1.0,52.27,$,933.43,,A,0.0387,As Reported,No,,No,,CBRE Group,5.22,1.0,0.0,3.0,1988.0,2018.0,0.84,0.06749734,0.06316657,0.06724485,,,Yes,InvenTrust Properties,,,,Finmarc Management,,,,8261,8993,52272000.0,52272000.0,2089,Retail,Travilah Square,2019-09-09,1.0,,10016 Darnestown Rd,INVENTRUST,,,,FINMARC MANAGEMENT,,,,20850.0,850.0065,61496.0,,140,0.8835199
4850,4850,479,Lakeshore Plaza,"1549 Sloat Boulevard, San Francisco, CA 94132",San Francisco,CA,United States,94132.0,Strip Center,Power Center,,No,San Francisco,West,123000.0,SF,2019-09-15,1.0,105.3,$,856.1,,A-,0.06096431,Green Street Market Estimate,No,,No,,Eastdil Secured,,,0.0,,,,,0.06686057,0.06672448,0.07065241,,,Yes,Donahue Schriber,,,,ShopCore Properties,,,,8262,487856,105300000.0,105300000.0,80180,Retail,Lakeshore Plaza,2019-09-25,1.0,,1501-1597 Sloat Blvd,DONAHUE SCHRIBER,,,,BLACKSTONE,,,,94132.0,856.9964,122871.0,,6824,1.0000001
4851,4851,480,Eldorado Market Place,"5110 West Eldorado Parkway, Frisco, TX 75033",Frisco,TX,United States,75033.0,Strip Center,Community Center,With a Grocer,No,Dallas / Fort Worth,Frisco / Prosper,186000.0,SF,2019-09-15,1.0,71.05,$,381.99,,A,0.06340569,Green Street Market Estimate,No,,No,,CBRE Group,,,0.0,,,,,0.06859234,0.06191304,,,,Yes,InvenTrust Properties,,,,Fidelis Realty Partners,,,,8263,843161,70850000.0,70850000.0,104030,Retail,Eldorado Marketplace,2019-09-16,1.0,,5110 Eldorado Pkwy,INVENTRUST,,,,FIDELIS REALTY PARTNERS,,,,75034.0,380.7748,186068.0,,9508,0.8930184
4852,4852,481,Circle Marina Center,"4542 California 1, Long Beach, CA 90804",Long Beach,CA,United States,90804.0,Strip Center,Power Center,,No,Los Angeles,South Bay,117000.0,SF,2019-09-15,1.0,49.53,$,423.35,,B+,0.06080191,Green Street Market Estimate,No,,No,,Newmark Group,10.0,,0.0,5.0,,,0.95,0.06686057,0.06616127,0.06959936,,,Yes,Regency Centers Corp.,,,,,,,,8264,1282287,49532500.0,49532500.0,130729,Retail,Circle Marina Center,2019-09-16,1.0,,4600 Pacific Coast Hwy,REGENCY CENTERS,,,,KJM LONG BEACH INVESTMENT,,,,90804.0,118.9647,416363.0,,12477,1.000001
4854,4854,484,Payton Park,"41301 U.S. 280, Sylacauga, AL 35150",Sylacauga,AL,United States,35150.0,Strip Center,Power Center,,No,Other,,232000.0,SF,2019-09-13,1.0,15.7,$,67.67,,,0.085,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,,0.0,,,,,,,,,,Yes,Rise Partners,,,,Brixmor Property Group,,,,8267,148647,15700000.0,15700000.0,43733,Retail,Payton Park,2019-09-13,1.0,,41301 Us 280,RISE PARTNERS,,,,BRIXMOR,,,,35150.0,67.725,231820.0,,3632,0.9999998
4855,4855,485,Westport Plaza,"369 East 17th Street, Costa Mesa, CA 92627",Costa Mesa,CA,United States,92627.0,Strip Center,Unanchored Strip,,No,Orange County,Newport Beach / Irvine,29000.0,SF,2019-09-13,1.0,18.38,$,633.62,,A,0.06080609,Green Street Market Estimate,No,,No,CBRE Group,CBRE Group,,1.0,0.0,,,,1.0,0.06686057,0.06355298,0.06630987,,,Yes,Space Investment Partners,,,,Wohl Investment Co.,,,,8268,1427027,18387500.0,18387500.0,144822,Retail,Westport Plaza & Square,2019-09-11,1.0,leasehold,369 E 17th St,SPACE INVESTMENT PARTNERS,,,,WOHL INVESTMENT,,,,92627.0,471.4744,39000.0,,16883,0.8968228
4856,4856,488,Tacoma Central,"South 3rd Street, Tacoma, WA",Tacoma,WA,United States,,Strip Center,Power Center,,No,Other,,111000.0,SF,2019-09-12,1.0,29.85,$,268.92,,,,,No,,No,,,,,0.0,,1992.0,1995.0,,,,,,,Yes,Bianco Properties,,,,Kimco Realty,,,,8271,91960,29850000.0,29850000.0,26968,Retail,Tacoma Central,2019-09-12,1.0,,2236 S 23rd St,BIANCO PROPERTIES,,,,KIMCO,PGIM REAL ESTATE,,,98405.0,190.2292,156916.0,,2243,1.0000004
