,Unnamed: 0.1,Unnamed: 0,Portfolio / Property Name,Street Address,City,State,Country,Zip Code,Sector,Subsector,Sector Attribute,Part of Mixed Use Development,Market,Submarket,Size,Size Type,Sale Date,Stake Sold,Local Currency Sale Price (M),Local Currency Symbol,Sale Price Per (in Local Currency),Selected Currency Sale Price ($) (M),Submarket Grade,Property Cap Rate,Property Cap Rate Type,Part of a Portfolio?,Buyer Objective,To be demolished,Buyer Broker,Seller Broker,Land Area (acres),Stories,Parking,Buildings,Year Built,Year Renovated,Occupancy,Green Street Market Cap Rate,Submarket Cap Rate,Zip Code Cap Rate,Lender,1st Mortgage,Verified?,Buyer_1,Buyer_2,Buyer_3,Buyer_4,Seller_1,Seller_2,Seller_3,Seller_4,id_lt_x,propertykey_id,statuspriceadjustedusd_amt_cpiNOTadj,price_cpiNOTadj,propertykey_id_typeadj,propertytype_adj,propertyname_raw,status_dt,intconveyed_nb,intconveyed,address,buyername1,buyername2,buyername3,buyername4,sellername1,sellername2,sellername3,sellername4,zip_cd,psf/ppu,sqft_nb_OG,units_OG,id_lt_y,score
608,608,931,Hermitage,"151 7th Street South, St. Petersburg, FL 33701",St. Petersburg,FL,United States,33701.0,Apartment,,Mid-Rise,No,Tampa-St. Petersburg,Central St. Petersburg,348.0,Units,2019-01-14,1.0,107.63,$,"309,267.24",,B+,0.04820501,Green Street Market Estimate,No,,No,,Walker & Dunlop,2.0,8.0,0.0,3.0,,,,0.0607635,0.06278376,0.05849151,,,Yes,Brass Enterprises,,,,Allen Morris Company,,,,931,1376409,107625000.0,107625000.0,140804,Apartment,The Hermitage,2019-01-08,1.0,,151 7th St S,BRASS ENTERPRISES,,,,ALLEN MORRIS,,,,33701.0,309267.2414,564049.0,348.0,13507,0.9256844
609,609,932,Entrada,"453 13th Street, San Diego, CA 92101",San Diego,CA,United States,92101.0,Apartment,,Mid-Rise,No,San Diego,Downtown,172.0,Units,2019-01-14,1.0,46.6,$,"270,930.23",,B+,0.039,As Reported,No,,No,,CBRE Group,0.1148,5.0,0.0,1.0,2004.0,,,0.05541035,0.05593166,0.05593166,,,Yes,Herzog Real Estate,,,,Security Properties,,,,932,390854,46600000.0,46600000.0,73737,Apartment,Entrada,2019-01-14,1.0,,453 13th St,REDS,,,,SECURITY PROPERTIES,RGA,,,92101.0,270930.2326,89007.0,172.0,6220,1.0
610,610,936,345 South Westlake Avenue,"345 South Westlake Avenue, Los Angeles, CA 90057",Los Angeles,CA,United States,90057.0,Apartment,,Garden / Low-Rise,No,Los Angeles,Mid-Wilshire,37.0,Units,2019-01-11,1.0,6.4,$,"172,972.97",,A-,0.04114427,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2.0,0.0,,,,,0.05754025,0.05499657,0.06277228,,,Yes,,,,,,,,,936,401170,6400000.0,6400000.0,74333,Apartment,345 South Westlake Avenue,2019-01-11,1.0,,345 S Westlake Ave,WINSTAR PROPERTIES,,,,LEEDS INVESTMENT AND MANAGEMENT,,,,90057.0,168421.0526,16220.0,38.0,6269,0.99999976
612,612,938,Tuscany Village,"2537 El Paulo Court, St. Louis, MO 63129",St. Louis,MO,United States,63129.0,Apartment,,Garden / Low-Rise,No,St. Louis,Far South County,104.0,Units,2019-01-11,1.0,6.98,$,"67,115.38",,B,0.05807033,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,3.0,0.0,,,,,0.06331398,0.06383009,0.06344868,,,Yes,,,,,,,,,938,1156111,6990000.0,6990000.0,112876,Apartment,Tuscany Village,2019-01-01,1.0,,2511 El Paulo Ct,NATIONAL REAL ESTATE MANGEMENT,,,,LEXINGTON PARTNERS,,,,63129.0,67211.5385,85329.0,104.0,10828,1.0000001
613,613,939,Legacy at Acworth,"4801 Baker Grove Road, Acworth, GA 30101",Acworth,GA,United States,30101.0,Apartment,,Garden / Low-Rise,No,Other,,192.0,Units,2019-01-11,1.0,21.0,$,"109,375.00",,,0.04853991,Trailing 12 months,No,,No,,Cushman & Wakefield,,2.0,0.0,,1997.0,,0.93,,,,,,Yes,,,,,,,,,939,1164577,21000000.0,21000000.0,114373,Apartment,Legacy At Acworth,2019-01-11,1.0,,4801 Baker Grove Rd NW,SUNDANCE BAY,,,,LEGACY PARTNERS,,,,30101.0,109375.0,200596.0,192.0,10967,0.9999994
614,614,940,923 Ocean Avenue,"923 Ocean Avenue, Santa Monica, CA 90403",Santa Monica,CA,United States,90403.0,Apartment,,Garden / Low-Rise,No,Los Angeles,Santa Monica,8.0,Units,2019-01-11,1.0,5.8,$,"725,000.00",,A+,0.03232428,Green Street Market Estimate,No,,No,,Berkadia,,2.0,0.0,,,,,0.05754025,0.05096369,0.05024269,,,Yes,,,,,,,,,940,1388758,5800000.0,5800000.0,142168,Apartment,923 Ocean Avenue,2019-01-11,1.0,,923 Ocean Ave,THE BEAUMONT,,,,DOUGLAS TABOR CHARLES TABOR,,,,90403.0,725000.0,7830.0,8.0,14445,1.0000001
615,615,942,Laurel,"250 Turners Crossroad South, Minneapolis, MN 55416",Minneapolis,MN,United States,55416.0,Apartment,,Garden / Low-Rise,No,Minneapolis,West,87.0,Units,2019-01-11,1.0,26.5,$,"304,597.70",,B+,0.0533,Green Street Market Estimate,No,,No,,CBRE Group,4.36,2.0,0.0,1.0,1980.0,,,0.06234617,0.06030547,0.05788086,,,Yes,,,,,,,,,942,1164235,26500000.0,26500000.0,114314,Apartment,The Laurel,2019-01-11,1.0,,250 Turners Crossroad S,SCOTT WEBER,,,,THEODORE R GOLDMAN,,,,55416.0,304597.7011,,87.0,10963,0.9234237
616,616,943,75 Warren Street,"75 Warren Street, New York, NY 10007",New York,NY,United States,10007.0,Apartment,,Mid-Rise,No,New York,Financial District,5.0,Units,2019-01-10,1.0,12.95,$,"2,590,000.00",,A+,,,No,,No,,Avison Young,,5.0,0.0,,,,,0.05266024,0.04856478,0.04954931,,,Yes,,,,,,,,,943,1389317,12950000.0,12950000.0,142245,Apartment,75 Warren Street,2019-01-10,1.0,,75 Warren St,75 WARREN ST HOLDING,,,,TREACY GAFFNEY TODD GAFFNEY,,,,10007.0,2590000.0,,5.0,14510,1.0
617,617,944,Maryland Court,"80 West Maryland Avenue, Phoenix, AZ 85013",Phoenix,AZ,United States,85013.0,Apartment,,Garden / Low-Rise,No,Phoenix,Midtown,42.0,Units,2019-01-10,1.0,6.2,$,"147,619.05",,B,0.032,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2.0,0.0,,,,,0.05236236,0.0562555,0.0535809,,,Yes,,,,,,,,,944,211759,6200000.0,6200000.0,62577,Apartment,Maryland Court,2019-01-10,1.0,,80 W Maryland Ave,CHRIS CHANDLER,,,,EDWARD P KINGZETT,,,,85013.0,147619.0476,35750.0,42.0,5290,0.99999976
618,618,945,Lofts at Franklin,"1806 East Franklin Street, Richmond, VA 23223",Richmond,VA,United States,23223.0,Apartment,,Garden / Low-Rise,No,Richmond,Downtown / The Fan,67.0,Units,2019-01-10,1.0,9.7,$,"144,776.12",,B,0.071,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2.0,0.0,,1919.0,2015.0,0.93,0.06412311,0.06433576,0.0722632,,,Yes,PMC Property Group,,,,Larson Development,,,,945,1386494,9700000.0,9700000.0,141941,Apartment,Lofts at Franklin,2019-01-10,1.0,,1806 E Franklin St,PMC PROPERTIES GROUP,,,,LARSON DEVELOPMENT,,,,23223.0,144776.1194,36280.0,67.0,14255,1.0
619,619,946,Lakewood Court,"1953 Via Reggio Court, San Jose, CA 95132",San Jose,CA,United States,95132.0,Apartment,,Garden / Low-Rise,No,San Jose,Milpitas,48.0,Units,2019-01-10,1.0,17.28,$,"360,000.00",,B+,0.053,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,1.7572,2.0,0.0,1.0,,,,0.05640425,0.05735392,0.05656089,,,Yes,Sridhar Equities,,,,,,,,946,1377815,17280000.0,17280000.0,141021,Apartment,Lakewood Court,2019-01-10,1.0,,1953 Via Reggio Ct,TIMI PROPERTIES,,,,WILLIAM H YOUNG,,,,95132.0,360000.0,38678.0,48.0,13554,1.0000004
620,620,948,WREN,"1230 South Olive Street, Los Angeles, CA 90015",Los Angeles,CA,United States,90015.0,Apartment,,Mid-Rise,No,Los Angeles,Downtown,362.0,Units,2019-01-10,1.0,180.1,$,"497,513.81",,B+,0.04114427,Green Street Market Estimate,No,,No,,HFF,,7.0,0.0,,,,,0.05754025,0.06006805,0.05900073,,,Yes,Solon Mack Capital,,,,Aecom, Capri Capital, Mack Real Estate Development,,948,786449,180100033.3333,180100033.3333,99316,Apartment,WREN,2019-01-10,1.0,,1230 S Olive St,SOLON MACK CAPITAL,,,,CAPRI,MACK URBAN,AECOM CAPITAL,,90015.0,497513.9042,419300.0,362.0,8992,0.9999996
621,621,949,Beckett Farms,"1111 Gennett Circle, Fort Mill, SC 29715",Fort Mill,SC,United States,29715.0,Apartment,,Garden / Low-Rise,No,Other,,280.0,Units,2019-01-10,1.0,49.0,$,"175,000.00",,,0.05207257,Trailing 12 months,No,,No,,JLL,,3.0,0.0,,2018.0,,0.9,,,,,,Yes,PRG Real Estate Management,,,,Miller-Valentine Group,,,,949,1326504,49000000.0,49000000.0,135413,Apartment,Beckett Farms,2019-01-10,1.0,,1111 Gennett Cir,PRG REAL ESTATE MANAGEMENT,,,,MILLER VALENTINE GROUP,,,,29715.0,175000.0,287250.0,280.0,13026,1.0
622,622,951,Apartments at Shade Tree,"2030 Wildts Battery Boulevard, Johns Island, SC 29455",Johns Island,SC,United States,29455.0,Apartment,,Garden / Low-Rise,No,Charleston,,248.0,Units,2019-01-10,1.0,42.25,$,"170,362.90",,,,,No,,No,,Cushman & Wakefield,,3.0,0.0,,,,,,,,,,Yes,Wicker Park Capital Management,,,,Kalikow Group,,,,951,892751,42250000.0,42250000.0,107947,Apartment,The Apartments at Shade Tree,2019-01-10,1.0,,2975 Maybank Hwy,WICKER PARK CAPITAL,,,,BREAKERS CAPITAL PARTNERS,EYC,THE KALIKOW GROUP,,29455.0,170362.9032,255972.0,248.0,9933,0.978397
623,623,952,Vert at Six Forks,"7816 Six Forks Road, Raleigh, NC 27615",Raleigh,NC,United States,27615.0,Apartment,,Garden / Low-Rise,No,Raleigh-Durham,North Central Raleigh,174.0,Units,2019-01-09,1.0,21.03,$,"120,833.33",,A-,0.05332876,Annualized,No,,No,,JLL,17.4,2.0,0.0,30.0,1986.0,,0.98,0.05450059,0.0536623,0.05261353,,,Yes,Republic Properties Corp.,,,,Lincoln Property Co.,,,,952,209955,21025000.0,21025000.0,62057,Apartment,Vert At Six Forks,2019-01-10,1.0,,7816 Six Forks Rd,REPUBLIC FAMILIES OF,,,,LINCOLN PROPERTIES,,,,27615.0,120833.3333,137100.0,174.0,5247,1.0000002
624,624,954,Saticoy Villas,"11752 Saticoy Street, Los Angeles, CA 91605",Los Angeles,CA,United States,91605.0,Apartment,,Garden / Low-Rise,No,Los Angeles,Panorama Hills / La Cresenta,35.0,Units,2019-01-09,1.0,8.1,$,"231,428.57",,B+,0.046,As Reported,No,,No,,Marcus & Millichap IPA,,2.0,0.0,,,,,0.05754025,0.06031522,0.06277228,,,Yes,,,,,,,,,954,26715,8100000.0,8100000.0,7392,Apartment,Saticoy Villas,2019-01-09,1.0,,11752 Saticoy St,CLYDE ISAACSON,,,,PETER PERL MARY PERL,,,,91605.0,231428.5714,22462.0,35.0,586,0.9999999
625,625,955,332 East Fourth Street,"332 East 4th Street, New York, NY 10009",New York,NY,United States,10009.0,Apartment,,Mid-Rise,No,New York,Stuyvesant / Turtle Bay,28.0,Units,2019-01-09,1.0,14.0,$,"500,000.00",,A+,0.04417219,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,0.0992,6.0,0.0,1.0,1920.0,,,0.05266024,0.04894646,0.05543289,,,Yes,,,,,,,,,955,1380013,14000000.0,14000000.0,141238,Apartment,332-334 E 4th Street,2019-01-09,1.0,,332 E 4th St,FRONTIER FOURTH DEVELOPMENT,,,,SANT BATMAZ,,,,10009.0,500000.0,17478.0,28.0,13694,0.87778324
626,626,956,Prospect Towers,"801 Chestnut Street, Clearwater, FL 33756",Clearwater,FL,United States,33756.0,Apartment,,High-Rise,No,Tampa-St. Petersburg,Clearwater,208.0,Units,2019-01-09,1.0,13.5,$,"64,903.85",,B+,0.043,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,2.3101,17.0,0.0,2.0,,,,0.0607635,0.06178674,0.06236213,,,Yes,Arena Capital Holdings, Coral Rock Development Group,,,Ben Mallah,,,,956,1218147,13500000.0,13500000.0,121899,Apartment,Prospect Towers,2019-01-09,1.0,,801 Chestnut St,ARENA CAPITAL HOLDING,BDG,,,EQUITY MANAGEMENT PARTNERS,,,,33756.0,64903.8462,131648.0,208.0,11629,0.99999976
628,628,959,Springdale Glen,"3800 Brockett Trail, Clarkston, GA 30021",Clarkston,GA,United States,30021.0,Apartment,,Garden / Low-Rise,No,Atlanta,North DeKalb,276.0,Units,2019-01-09,1.0,24.29,$,"88,000.00",,B+,0.06431238,Annualized,No,,No,,Cushman & Wakefield,20.0,3.0,0.0,24.0,1981.0,2010.0,0.96,0.05534022,0.05401746,0.06399963,,,Yes,,,,,Walden Group,,,,959,396731,24288000.0,24288000.0,74156,Apartment,Springdale Glen,2019-01-08,1.0,,3800 Brockett Trl,SHELTON MCNALLY REAL ESTATE PARTNERS,,,,WALDEN GROUP,,,,30021.0,88000.0,357300.0,276.0,6252,0.99999976
629,629,960,Austell Village,"1899 Mulkey Road Southwest, Austell, GA 30106",Austell,GA,United States,30106.0,Apartment,,Garden / Low-Rise,No,Atlanta,West,108.0,Units,2019-01-09,1.0,6.98,$,"64,583.33",,B-,0.05626542,Green Street Market Estimate,No,,No,,Berkadia,,2.0,0.0,,,,,0.05534022,0.06031452,0.06095936,,,Yes,,,,,,,,,960,72749,6975000.0,6975000.0,21100,Apartment,Austell Village,2019-01-09,1.0,,1899 Mulkey Rd,S AND S PROPERTIES MANAGEMENT,,,,ENHANCED AFFORDABLE DEVELOPMENT,,,,30106.0,64583.3333,,108.0,1750,1.0000002
630,630,963,Valencia at Spring Branch,"9550 Long Point Road, Houston, TX 77055",Houston,TX,United States,77055.0,Apartment,,Garden / Low-Rise,No,Houston,Spring Branch,228.0,Units,2019-01-08,1.0,19.15,$,"83,991.23",,A+,0.0663,As Reported,No,,No,,,7.5,2.0,,,,,,0.05855573,0.05323854,0.05341483,,,Yes,,,,,,,,,963,230618,17500000.0,17500000.0,68374,Apartment,Valencia at Spring Branch,2019-01-04,1.0,,9550 Long Point Rd,AJAY GUPTA,,,,LIBRA GROUP,,,,77055.0,76754.386,232300.0,228.0,5760,1.0000004
632,632,965,6736 Woodley Avenue,"6736 Woodley Avenue, Los Angeles, CA 91406",Los Angeles,CA,United States,91406.0,Apartment,,Garden / Low-Rise,No,Los Angeles,Van Nuys / N Hollywood,24.0,Units,2019-01-08,1.0,5.3,$,"220,833.33",,B+,0.04114427,Green Street Market Estimate,No,,No,,Marcus & Millichap IPA,,2.0,0.0,,,,,0.05754025,0.05884806,0.06277228,,,Yes,,,,,,,,,965,195394,5300000.0,5300000.0,57715,Apartment,6736 Woodley Avenue,2019-01-08,1.0,,6736 Woodley Ave,GOLDEN BEE INVESTMENT,,,,THOMAS ANDERSON,,,,91406.0,220833.3333,17194.0,24.0,4887,1.0
633,633,966,Montage at Tampa,"7105 Tampa Avenue, Los Angeles, CA 91335",Los Angeles,CA,United States,91335.0,Apartment,,Garden / Low-Rise,No,Los Angeles,Northridge,22.0,Units,2019-01-08,1.0,12.6,$,"572,650.00",,B+,0.055,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2.0,0.0,,,,,0.05754025,0.05865247,0.05900073,,,Yes,,,,,,,,,966,1378652,12598318.0,12598318.0,141103,Apartment,Montage at Tampa,2019-01-08,1.0,,7105 Tampa Ave,GF PROPERTIES,,,,MONTAGE DEVELOPMENT,,,,91335.0,572650.8182,38170.0,22.0,13591,1.0000004
635,635,968,Village At Church And Main,"100 North Cross Street, Layton, UT 84041",Layton,UT,United States,84041.0,Apartment,,Garden / Low-Rise,No,Ogden,,56.0,Units,2019-01-08,1.0,14.8,$,"264,285.71",,,0.0546,As Reported,No,,No,,CBRE Group,2.7,3.0,0.0,,2016.0,,0.96,,,,,,Yes,CVG Properties,,,,,,,,968,1301000,14800000.0,14800000.0,132265,Apartment,Village at Church & Main,2019-01-07,1.0,,100 N Cross St,CVG PROPERTIES,,,,NATHAN W PUGSLEY,,,,84041.0,264285.7143,37246.0,56.0,12675,0.9783157
636,636,969,Hue97,"9736 East Balsam Avenue, Mesa, AZ 85208",Mesa,AZ,United States,85208.0,Apartment,,Garden / Low-Rise,No,Phoenix,East Mesa,184.0,Units,2019-01-08,1.0,22.5,$,"122,282.61",,B+,0.04395686,Annualized,No,,No,,Northmarq Capital,5.4242,2.0,0.0,11.0,2001.0,,0.92,0.05236236,0.05228441,0.0535809,,,Yes,Dominium Management,,,,Atlantic Development Group,,,,969,839170,22499999.5,22499999.5,103565,Apartment,HUE97,2019-01-08,1.0,,9736 E Balsam Ave,DOMINIUM,,,,ATLANTIC DEVELOPMENT AND INVMTS,,,,85208.0,122282.606,241312.0,184.0,9463,1.0000002
637,637,970,Canyons at Linda Vista,"9750 North Oracle Road, Oro Valley, AZ 85704",Oro Valley,AZ,United States,85704.0,Apartment,,Garden / Low-Rise,No,Tucson,,228.0,Units,2019-01-08,1.0,41.25,$,"180,921.05",,,0.05846223,Annualized,No,,No,,Berkadia,,2.0,0.0,,2016.0,,0.95,,,,,,Yes,Northland Investment Corp.,,,,Boulder Hotel Management Co.,,,,970,1379090,41250000.0,41250000.0,141144,Apartment,Canyons At Linda Vista Trail  ,2019-01-08,1.0,,9750 N Oracle Rd,NORTHLAND INVESTMENT,,,,BOULDER HOTEL MANAGEMENT,,,,85737.0,180921.0526,244040.0,228.0,13622,0.96610105
638,638,972,French Quarter,"927 South Webster Avenue, Anaheim, CA 92804",Anaheim,CA,United States,92804.0,Apartment,,Garden / Low-Rise,No,Orange County,Garden Grove,16.0,Units,2019-01-07,1.0,5.48,$,"342,500.00",,B+,0.046,As Reported,No,,No,,Marcus & Millichap IPA,,2.0,0.0,,,,,0.05596115,0.05789206,0.0595502,,,Yes,,,,,,,,,972,1208856,5480000.0,5480000.0,120466,Apartment,French Quarter,2019-01-07,1.0,,927 S Webster Ave,CAMPBELL LODGING,,,,CERES INVESTMENT GROUP,,,,92804.0,342500.0,19217.0,16.0,11484,0.9999998
639,639,974,Glen Lake,"6901 Glenlake Parkway Northeast, Atlanta, GA 30328",Atlanta,GA,United States,30328.0,Apartment,,Garden / Low-Rise,No,Atlanta,Sandy Springs / Dunwoody,270.0,Units,2019-01-07,1.0,54.75,$,"202,777.78",,A-,0.04389124,Green Street Market Estimate,No,,No,,JLL,,2.0,0.0,,,,,0.05534022,0.05100007,0.0514001,,,Yes,Nuveen Real Estate,,,,Abacus Capital,,,,974,197098,54750000.0,54750000.0,58223,Apartment,Glen Lake Apartments,2019-01-14,1.0,,6901 Glenlake Pkwy NE,TIAA,,,,ABACUS CAPITAL GROUP,,,,30328.0,202777.7778,,270.0,4933,0.87335634
640,640,976,117 East 15th Street,"117 East 15th Street, New York, NY 10003",New York,NY,United States,10003.0,Apartment,,Mid-Rise,Yes,New York,Stuyvesant / Turtle Bay,6.0,Units,2019-01-04,1.0,11.0,$,"1,833,333.33",,A+,,,No,,No,,Cushman & Wakefield,0.052,4.0,0.0,1.0,,,,0.05266024,0.04894646,0.04774965,,,Yes,,,,,,,,,976,1219053,11000000.0,11000000.0,122053,Retail,117 East 15th Street,2019-01-04,1.0,,117 E 15th St,THREE SIXTY CC,,,,GUY JACOBSON JACOBSON REALTY GROUP,,,,10003.0,1617.6471,6800.0,,11640,1.0000004
643,643,982,Tides at North Phoenix,"2222 West Beardsley Road, Phoenix, AZ 85027",Phoenix,AZ,United States,85027.0,Apartment,,Garden / Low-Rise,No,Phoenix,Deer Valley / North,316.0,Units,2019-01-04,1.0,33.5,$,"106,012.66",,A-,0.06218823,Trailing 12 months,No,,No,,,,2.0,0.0,,1983.0,,0.934,0.05236236,0.05177137,0.05697936,,,Yes,Tides Equities,,,,Capital Square 1031, Rincon Partners,,,982,338889,33500000.0,33500000.0,72317,Apartment,Tides at North Phoenix,2019-01-02,1.0,,2222 W Beardsley Rd,TIDES EQUITIES,,,,RINCON PARTNERS,CAPITAL SQUARE 1031,,,85027.0,106012.6582,202606.0,316.0,6080,1.0000002
645,645,988,SoHo on Central,"3143 Central Avenue, Charlotte, NC 28205",Charlotte,NC,United States,28205.0,Apartment,,Garden / Low-Rise,No,Charlotte,East,155.0,Units,2019-01-02,1.0,15.4,$,"99,354.84",,B+,0.04984464,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,2.0,0.0,,,,,0.05534501,0.05714961,0.05905706,,,Yes,Somerset Partners,,,,Elite Street Capital,,,,988,123149,15400000.0,15400000.0,36269,Apartment,SoHo on Central,2019-01-02,1.0,,3143 Central Ave,SOMERSET PARTNERS,,,,ELITE ST CAPITAL,,,,28205.0,99354.8387,149668.0,155.0,2997,0.9999996
646,646,989,Island Club,"1500 Sharen Drive, Salisbury, MD 21804",Salisbury,MD,United States,21804.0,Apartment,,Garden / Low-Rise,No,"Salisbury, MD",,144.0,Units,2019-01-02,1.0,15.75,$,"109,375.00",,,,,No,,No,,Cushman & Wakefield,,2.0,0.0,,,,,,,,,,Yes,Realty Exchange Corporation,,,,BAF Associates,,,,989,44881,64000000.0,64000000.0,12725,Apartment,Island Club,2019-01-25,1.0,,1401 S Kirkman Rd,TRUAMERICA MULTIFAMILY,GUARDIAN LIFE INSURANCE,,,MONCLER CAPITAL PARTNERS,,,,32811.0,135593.2203,426924.0,472.0,1036,0.9999995
647,647,992,Winding Trails,"10300 Wilcrest Drive, Houston, TX 77099",Houston,TX,United States,77099.0,Apartment,,Garden / Low-Rise,No,Houston,Alief,438.0,Units,2019-01-02,1.0,33.0,$,"75,342.47",,B-,0.06181912,Green Street Market Estimate,No,,No,,HFF,13.7938,2.0,0.0,31.0,,,,0.05855573,0.06593605,0.06629214,,,Yes,GVA Real Estate Group,,,,One Real Estate Investment,,,,992,13191,40927994.58,40927994.58,3361,Apartment,Winding Trails,2019-01-02,1.0,,10300 Wilcrest Dr,GV AND A REAL ESTATE INVESTMENT,,,,ONE REAL ESTATE INVESTMENT,,,,77099.0,93442.91,378446.0,438.0,252,1.0000001
649,649,994,Ranch at Pinnacle Point,"5900 West Stoney Brook Road, Rogers, AR 72758",Rogers,AR,United States,72758.0,Apartment,,,No,"Fayetteville-Springdale-Rogers, AR-MO",,392.0,Units,2019-01-02,1.0,48.43,$,"123,533.16",,,,,No,,No,,HFF,,,0.0,,,,,,,,,,Yes,Inland Residential Properties,,,,Advalurem Group, Balfour Beatty Communities,,,994,557499,12000000.0,48000000.0,86597,Apartment,Ranch at Pinnacle Point,2019-01-02,0.25,,5900 Stoney Brook Rd,INLAND REAL ESTATE GROUP,,,,BALFOUR BEATTY,BLOCK REAL ESTATE SERVICES,,,72758.0,122448.9796,362208.0,392.0,7587,0.99999994
650,650,995,11265 Palms Boulevard,"11265 Palms Boulevard, Los Angeles, CA 90066",Los Angeles,CA,United States,90066.0,Apartment,,,No,Los Angeles,Marina / Venice,24.0,Units,2019-01-01,1.0,8.5,$,"354,166.67",,A+,0.0425,As Reported,No,,No,,,,,0.0,,1947.0,,,0.05754025,0.05117794,0.05093812,,,Yes,,,,,,,,,995,1255102,8500000.0,8500000.0,126770,Apartment,11265 Palms Boulevard,2019-01-23,1.0,,11265 Palms Blvd,JAMES R GORTIKOV,,,,GEORGE C MCHOSE TRUST GEORGE C MCHOSE,,,,90066.0,354166.6667,25688.0,24.0,12093,0.99999976
651,651,996,Hillside Village,"306 Vine Street, Euless, TX 76040",Euless,TX,United States,76040.0,Apartment,,Garden / Low-Rise,No,Dallas / Fort Worth,Hurst / Bedford / Euless,100.0,Units,2019-01-01,1.0,7.68,$,"76,750.00",,B+,0.0686,As Reported,No,,No,,,,2.0,,,1980.0,2003.0,0.95,0.05603406,0.05707588,0.05760218,,,Yes,,,,,,,,,996,88164,11000000.0,11000000.0,25843,Apartment,Hillside Village,2019-01-11,1.0,,2196 Kendall Dr,TOWER 16 CAPITAL PARTNERS,HENLEY,,,SIDHAL,,,,92407.0,137500.0,62496.0,80.0,2144,0.99999976
652,652,998,10 Lothian Road,"10 Lothian Road, Boston, MA 02135",Boston,MA,United States,2135.0,Apartment,,Mid-Rise,No,Boston,Brookline / Newton,16.0,Units,2019-01-01,1.0,5.5,$,"343,750.00",,A+,0.04,As Reported,No,,No,,,,5.0,,,1920.0,,0.94,0.05537554,0.05305519,0.0565121,,,Yes,,,,,,,,,998,1379606,5500000.0,5500000.0,141185,Apartment,10 Lothian Road,2019-01-10,1.0,,10 Lothian Rd,ALPHA MANAGEMENT,,,,SEGAL FAMILIES REALTY TRUST,,,,2135.0,343750.0,,16.0,13653,1.0
653,653,999,Earle Manor,"10820 Georgia Avenue, Silver Spring, MD 20902",Silver Spring,MD,United States,20902.0,Apartment,,Mid-Rise,No,D.C. Metro,Wheaton,140.0,Units,2019-07-31,1.0,21.0,$,"150,000.00",,B+,0.04464553,Green Street Market Estimate,No,,No,,Avison Young,5.0,4.0,0.0,1.0,,,,0.05817774,0.06122116,0.06169778,,,Yes,Acre Valley Real Estate Capital, Blackfin Real Estate Investors,,,,,,,999,505731,21000000.0,21000000.0,82341,Apartment,Earle Manor,2019-07-31,1.0,,10800 Georgia Ave,BLACKFIN REAL ESTATE INVESTORS,ACRE VALLEY REAL ESTATE CAPITAL,,,ARLENE HILLERSON DAVID WEISS,,,,20902.0,150000.0,90576.0,140.0,7131,1.0000004
654,654,1000,Highland Park,"180 Cave Road, Clarksville, TN 37043",Clarksville,TN,United States,37043.0,Apartment,,Garden / Low-Rise,No,"Clarksville, TN-KY",,78.0,Units,2019-07-31,1.0,6.9,$,"88,461.54",,,0.06,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2.0,0.0,,,,,,,,,,Yes,,,,,,,,,1000,228701,5000000.0,5000000.0,67753,Office,Highland Park,2019-07-19,1.0,,9359 E Nichols Ave,FARALLON CAPITAL PARTNERS,,,,STEELWAVE,COLONY CAPITAL (REIT),,,80112.0,68.861,72610.0,,5708,1.0000002
655,655,1001,Sonoma Ridge at Fairview,"150 Fairview Lane, Clarksville, TN 37040",Clarksville,TN,United States,37040.0,Apartment,,Garden / Low-Rise,No,"Clarksville, TN-KY",,78.0,Units,2019-07-31,1.0,8.72,$,"111,817.95",,,0.06,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2.0,0.0,,,,,,,,,,Yes,,,,,,,,,1001,886552,8721750.0,8721750.0,107639,Apartment,Sonoma Ridge at Fairview,2019-07-04,1.0,,150 Fairview Ln,BEECHWOOD HOLDING,,,,GWALTNEY COMMUNITIES,,,,37040.0,111817.3077,57414.0,78.0,9899,1.0000002
656,656,1002,New Legacy,"7 Legacy Drive, Baldwinsville, NY 13027",Baldwinsville,NY,United States,13027.0,Apartment,,Garden / Low-Rise,No,Syracuse,,144.0,Units,2019-07-31,1.0,14.75,$,"102,430.56",,,0.061,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2.0,0.0,,,,,,,,,,Yes,,,,,,,,,1002,198019,14750000.0,14750000.0,58490,Apartment,New Legacy,2019-07-31,1.0,,7 Legacy Dr,,,,,NEW LEGACY,,,,13027.0,102430.5556,144000.0,144.0,4951,0.9999999
